index,album,entity_album,singer,identity,digit_date,price2,price,song_number,sales_volumn,total-sale,digit_album_img,entity_album_date,diff,entity-platform,entity_price,entity_type,entity_img,entity_thing,singer-img
308,Reloaded +,Reloaded +,鹿晗,大陆歌手,2016/2/16,5.0,5.0,3,1429902,7149510.0,https://y.qq.com/music/photo_new/T002R300x300M000003btbWd24RwuG_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592009
309,π-volume.2,π-volume.2,鹿晗,大陆歌手,2019/8/30,7.0,7.0,3,1320343,9242401.0,https://y.qq.com/music/photo_new/T002R300x300M000002Q4ET22so2bL_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592008
310,Reloaded II,Reloaded II,鹿晗,大陆歌手,2015/12/1,5.0,5.0,2,1317897,6589485.0,https://y.qq.com/music/photo_new/T002R300x300M0000002cFwv0QSgw2_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592010
311,Slow Ride (兜风),Slow Ride (兜风),鹿晗,大陆歌手,2022/4/12,3.0,3.0,1,910602,2731806.0,https://y.qq.com/music/photo_new/T002R300x300M000001w7Tcy3fBa9k_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592012
312,杀手2041,杀手2041,罗嘉维,大陆歌手,2022/6/21,18.0,18.0,10,4,72.0,https://y.qq.com/music/photo_new/T002R300x300M000001lQYLp2kBl07_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003TbMEF34Eq3M_4.jpg?max_age=2592000
313,等风停,等风停,罗云熙,大陆歌手,2020/6/19,3.0,3.0,1,558008,1674024.0,https://p1.music.126.net/xDbBBcrqTs5wkeJKhgv4WQ==/109951165065439706.jpg?param=140y140,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003dAtHm2wUIdk_4.jpg?max_age=2592000
314,逆流而上,逆流而上,罗云熙,大陆歌手,2019/7/28,3.0,3.0,1,354128,1062384.0,https://p2.music.126.net/3RVfVtcRt1p4zxzphAn3VA==/109951164241214151.jpg?param=140y140,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003dAtHm2wUIdk_4.jpg?max_age=2592000
315,Ⅹ,Ⅹ,罗云熙,大陆歌手,2020/12/27,18.0,18.0,10,142105,2557890.0,https://y.qq.com/music/photo_new/T002R300x300M0000014YfXB1qBTWf_1.jpg?max_age=2592000,2021/7/30,215.0,京东,148.0,CD,https://m.360buyimg.com/mobilecms/s750x750_jfs/t1/196023/13/15076/85220/60ff664fE13e5a1f3/79fc0fd95e53f4e0.jpg!q80.dpg,歌词/书签/小卡/贴纸,https://y.qq.com/music/photo_new/T001R300x300M000003dAtHm2wUIdk_4.jpg?max_age=2592000
316,SHOW+1 <真人秀？>QQ音乐_加场版,SHOW+1 <真人秀？>QQ音乐_加场版,罗志祥,台湾歌手,2015/12/18,5.0,5.0,2,25855,129275.0,https://y.qq.com/music/photo_new/T002R300x300M000001BjfBN2Wc3LU_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003jECh24XL3yh_3.jpg?max_age=2592000
317,永远都会在,永远都会在,旅行团乐队,乐队,2017/7/6,10.0,10.0,8,7944,79440.0,https://y.qq.com/music/photo_new/T002R300x300M000000qRxTS29DaTi_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001JYsh131vdGw_5.jpg?max_age=2592000
318,感+,感+,旅行团乐队,乐队,2018/6/21,12.0,12.0,11,5241,62892.0,https://y.qq.com/music/photo_new/T002R300x300M000004HxZdX4d8v9J_1.jpg?max_age=2592000,2018/7/5,14.0,淘宝,100.0,CD,https://gd3.alicdn.com/imgextra/i3/92875218/TB2waxzB3aTBuNjSszfXXXgfpXa_!!92875218.jpg,歌词/半透明卡片,https://y.qq.com/music/photo_new/T001R300x300M000001JYsh131vdGw_5.jpg?max_age=2592000
319,假如陪伴是首歌,假如陪伴是首歌,马頔 / 许飞 / 鹿先森乐队,合作歌手,2022/11/7,8.0,8.0,3,861,6888.0,https://p2.music.126.net/3zR3BZYEBc2pB_II1YuLRg==/109951168030456159.jpg?param=140y140,,,,,,,,https://p1.music.126.net/VPvzCkjpoN40-NWlpMazbw==/109951164909602490.jpg
320,傻瓜,傻瓜,马条,大陆歌手,2016/7/8,8.0,8.0,4,3565,32130.0,https://y.qq.com/music/photo_new/T002R300x300M000002LO6C70tU0sO_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001lYPpP4DJug1_4.jpg?max_age=2592000
321,篝火,篝火,马条,大陆歌手,2016/8/8,8.0,8.0,4,895,7160.0,https://y.qq.com/music/photo_new/T002R300x300M0000004ArnD015fDF_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001lYPpP4DJug1_4.jpg?max_age=2592000
322,幼鸟指南,幼鸟指南,毛不易,大陆歌手,2021/5/31,20.0,20.0,11,687698,13753960.0,https://p2.music.126.net/mxLEk_AMm0w5gAMThGd14w==/109951166044914127.jpg?param=140y140,,,,,,,,https://p2.music.126.net/3L4q_THtqVP0Tuofry303Q==/109951168543731054.jpg
323,平凡的一天,平凡的一天,毛不易,大陆歌手,2018/7/3,25.0,25.0,26,511474,12786850.0,https://p1.music.126.net/vmCcDvD1H04e9gm97xsCqg==/109951163350929740.jpg?param=140y140,,,,,,,,https://p2.music.126.net/3L4q_THtqVP0Tuofry303Q==/109951168543731054.jpg
324,阿尔戈的荒岛,阿尔戈的荒岛,梅卡德尔,乐队,2021/12/22,12.0,12.0,10,11949,143388.0,https://y.qq.com/music/photo_new/T002R300x300M0000029rcvT1K96ca_3.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001UeB5t0QikN1_3.jpg?max_age=2592000
325,犟,犟,孟美岐,大陆歌手,2019/4/23,5.0,5.0,2,2437111,12185555.0,https://y.qq.com/music/photo_new/T002R300x300M000000etWPH2Sk6kG_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002wD2gJ1PQ10C_6.jpg?max_age=2592000
326,爱·不爱,爱·不爱,孟美岐,大陆歌手,2020/10/30,7.0,7.0,3,1805937,12641559.0,https://y.qq.com/music/photo_new/T002R300x300M0000026jr7f468WEC_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002wD2gJ1PQ10C_6.jpg?max_age=2592000
327,空白频率,空白频率,孟美岐,大陆歌手,2022/11/7,12.0,19.0,3,102345,1228140.0,https://y.qq.com/music/photo_new/T002R300x300M000002QZixK3tOetC_2.jpg?max_age=2592000,2023/4/14,158.0,QQ音乐,127.0,CD,https://y.qq.com/music/photo_new/T002R300x300M000002QZixK3tOetC_2.jpg?max_age=2592000,浑天仪摆件/歌词/小卡/戒指,https://y.qq.com/music/photo_new/T001R300x300M000002wD2gJ1PQ10C_6.jpg?max_age=2592000
328,在雨中,在雨中,莫寒,大陆歌手,2020/11/26,3.0,3.0,1,189902,569706.0,https://y.qq.com/music/photo_new/T002R300x300M000002nhUoB3JGeQq_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000GhPiA1JBYNG_5.jpg?max_age=2592000
329,夏天的故事,夏天的故事,莫寒,大陆歌手,2021/6/10,7.0,7.0,6,108193,757351.0,https://y.qq.com/music/photo_new/T002R300x300M000002hO04w3fvoLq_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000GhPiA1JBYNG_5.jpg?max_age=2592000
330,我们在中场相遇,我们在中场相遇,莫文蔚,香港歌手,2018/5/31,20.0,20.0,11,230148,4602960.0,https://y.qq.com/music/photo_new/T002R300x300M000001XtPF21kfMXb_1.jpg?max_age=2592000,2018/6/8,8.0,五大唱片/博客来/佳佳,112.9,CD,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/020/92/0020209275.jpg&v=5bf67014k&w=348&h=348,徽章/歌词,https://y.qq.com/music/photo_new/T001R300x300M000000cISVf2QqLc6_5.jpg?max_age=2592000
331,Side B,Side B,墨清弦,虚拟歌手,2020/5/20,8.0,8.0,4,5164,41312.0,https://p1.music.126.net/4b417N2AlOAkTQnlUEwMYg==/109951164998855746.jpg?param=140y140,,,,,,,,https://p2.music.126.net/KuAbP3W_wG15sj5ox13MaQ==/109951163911703476.jpg
332,石敢当,石敢当,木推瓜,乐队,2022/5/11,15.0,15.0,9,3677,55155.0,https://p2.music.126.net/q1QWqfBemk4N_97w6wQ5BA==/109951167385894317.jpg?param=140y140,2022/4/29,-12.0,正在现场APP/淘宝,100.0,CD,https://img14.360buyimg.com/n1/s546x546_jfs/t1/192520/35/24869/171315/62920c93E9367c72f/dd59706ea1326a37.jpg,歌词,https://p1.music.126.net/HhU-5jVELJUXWDK0btWUcg==/1373290026862343.jpg
333,彼岸束棒舞,彼岸束棒舞,木推瓜,乐队,2022/12/24,15.0,15.0,10,3332,16772.0,https://p2.music.126.net/wx4Y1CnDVYB2mCgEey801Q==/109951168170478187.jpg?param=140y140,2023/1/15,22.0,正在现场APP,100.0,CD,https://img13.360buyimg.com/n1/jfs/t1/7024/37/21556/165147/63ee1d78Fb1def669/b788835225332ec0.jpg,歌词,https://p1.music.126.net/HhU-5jVELJUXWDK0btWUcg==/1373290026862343.jpg
334,生来倔强,生来倔强,南征北战NZBZ,乐队,2017/3/23,15.0,15.0,12,18799,281985.0,https://y.qq.com/music/photo_new/T002R300x300M000003wYYY91FstKX_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003ZQQb64D5317_4.jpg?max_age=2592000
335,二十多岁，无人欣赏,二十多岁，无人欣赏,南征北战NZBZ,乐队,2020/8/28,8.0,8.0,6,10939,89716.0,https://y.qq.com/music/photo_new/T002R300x300M0000007v1IY0rdkkZ_3.jpg?max_age=2592000,2021/5/11,256.0,网易云/淘宝/微店,50.0,CD,https://gd1.alicdn.com/imgextra/i3/2206505185362/O1CN01LMd4hS1pTqNnkknnK_!!2206505185362.jpg_400x400.jpg,歌词,https://y.qq.com/music/photo_new/T001R300x300M000003ZQQb64D5317_4.jpg?max_age=2592000
336,伪流行,伪流行,南征北战NZBZ,乐队,2016/1/4,14.0,14.0,8,10448,166968.0,https://y.qq.com/music/photo_new/T002R300x300M000003AIFiv0q3x4X_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003ZQQb64D5317_4.jpg?max_age=2592000
337,迷失北京,迷失北京,扭曲机器,乐队,2017/8/16,12.0,12.0,9,1529,18720.0,https://y.qq.com/music/photo_new/T002R300x300M000000cBN6H2e7tDE_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002WwLY43ufqvW_2.jpg?max_age=2592000
338,On His Own,On His Own,欧豪,大陆歌手,2015/12/5,5.0,5.0,5,149171,745855.0,https://y.qq.com/music/photo_new/T002R300x300M000002Y50WR35w7gU_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000039FsJP17qr7T_2.jpg?max_age=2592000
339,创使者世界巡回演唱会 LIVE,创使者世界巡回演唱会,潘玮柏,台湾歌手,2020/6/5,25.0,25.0,20,8837,220925.0,https://p2.music.126.net/_xnTPNGOH_F-_2cBgwuADg==/109951165035145718.jpg?param=140y140,2020/6/5,0.0,五大唱片/博客来/佳佳,258.34,CD,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/D02/007/43/D020074340.jpg&v=5ecb858dk&w=348&h=348,歌词,https://p1.music.126.net/KAnEA7qrc5F2544scUlSNQ==/109951165753280260.jpg
340,猎户星座,猎户星座,朴树,大陆歌手,2017/4/30,15.0,15.0,11,160714,2410710.0,https://p2.music.126.net/W_5XiCv3rGS1-J7EXpHSCQ==/18885211718782327.jpg?param=140y140,2017/11/16,200.0,京东/淘宝,80.0,CD,https://p2.music.126.net/W_5XiCv3rGS1-J7EXpHSCQ==/18885211718782327.jpg?param=140y140,歌词,https://p2.music.126.net/a1VfPbpn90eJgq2XUJcxpQ==/109951168527018818.jpg
341,此去南京三千里,此去南京三千里,七八点,乐队,2021/7/8,2.0,2.0,1,19709,39418.0,https://p1.music.126.net/WBNQGK-zFGaXCbHBOkXanA==/109951166150432310.jpg?param=140y140,,,,,,,,https://p1.music.126.net/BAgTkqxWyYezv5NZJygtLg==/109951163954807688.jpg
342,你在何方,你在何方,祁隆,大陆歌手,2018/3/14,2.0,2.0,1,207601,415202.0,https://y.qq.com/music/photo_new/T002R300x300M000002To1lW004cCM_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001CK69u2FGmx0_3.jpg?max_age=2592000
343,FUN！焦绿指南,FUN！焦绿指南,气运联盟,乐队,2021/10/27,10.0,10.0,6,93534,935340.0,https://p2.music.126.net/HdAhsLTKvQ-8Q3IhaSlJdA==/109951166557179393.jpg?param=140y140,2021/12/3,37.0,淘宝,198.0,CD,https://scontent-hkg4-1.xx.fbcdn.net/v/t39.30808-6/261094616_629004171791555_4063181497288830477_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8bfeb9&_nc_ohc=Y1Y16xDOLNkAX-Zc_WC&_nc_ht=scontent-hkg4-1.xx&oh=00_AfBiAiqCOIKniTvSw-fdegepDBQx8vpVANBz8VKlrMXM6w&oe=64F231E7,写真集/解压玩具/工牌/贴纸/歌词,https://p1.music.126.net/OaQrJJ8FFaLBCQWGQXUhdg==/109951165343821711.jpg
344,江潮之下,江潮之下,钱文青,其他,2020/12/2,2.0,2.0,1,12828,25656.0,https://p1.music.126.net/_VSiPvI8oc6l6CmuwXd-5g==/109951165511340334.jpg?param=140y140,,,,,,,,https://p2.music.126.net/VxEaAKJ17OdKBqqg_w8vww==/109951167677919301.jpg
345,MY ART 0.5,MY ART 0.5,钱正昊,大陆歌手,2018/8/18,6.0,6.0,4,90562,543372.0,https://p2.music.126.net/2YSdiTQkgISBJSa2tbkEpQ==/109951163462207367.jpg?param=140y140,,,,,,,,https://p2.music.126.net/n-vbv2fCQTETZINqc8NT4w==/109951165402996949.jpg
346,小期待,小期待,秦牛正威,大陆歌手,2020/8/10,3.0,3.0,1,7547,22641.0,https://y.qq.com/music/photo_new/T002R300x300M000000y1fNx1pfQzV_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001WtfPy31UwT6_2.jpg?max_age=2592000
347,是云白,是云白,秦霄贤,其他,2021/3/12,3.0,3.0,1,370633,1111899.0,https://y.qq.com/music/photo_new/T002R300x300M000003jDZle3kxvCP_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003NzEuv3QO68h_5.jpg?max_age=2592000
348,男孩,男孩,邱虹凯,大陆歌手,2022/8/3,5.0,5.0,2,5054,25270.0,https://y.qq.com/music/photo_new/T002R300x300M000000bp9Pg0lgxZL_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001GOFoL0ZeaPo_2.jpg?max_age=2592000
349,三十二·立,三十二·立,任嘉伦,大陆歌手,2021/4/11,20.0,20.0,10,683437,13668740.0,https://y.qq.com/music/photo_new/T002R300x300M000000QneFo09jMDZ_3.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000025IGkL2aS2AE_13.jpg?max_age=2592000
350,33,33,任嘉伦,大陆歌手,2022/12/17,23.0,23.0,7,325843,7494389.0,https://y.qq.com/music/photo_new/T002R300x300M000001DhoSa3zCrLA_3.jpg?max_age=2592000,2022/12/25,8.0,QQ音乐,196.0,CD,https://y.qq.com/music/photo_new/T002R300x300M000001DhoSa3zCrLA_3.jpg?max_age=2592000,笔记本/贴纸/项链/歌词/小卡,https://y.qq.com/music/photo_new/T001R300x300M0000025IGkL2aS2AE_13.jpg?max_age=2592001
351,唇语,唇语,任然,大陆歌手,2015/12/31,2.0,2.0,1,27823,62520.0,https://p1.music.126.net/zUqJTOl8aIZTGe4Zto4ZSw==/109951163009407718.jpg?param=140y140,,,,,,,,https://p1.music.126.net/MetP2jvd6gjbUGG6NIp5_A==/109951167124899789.jpg
352,从小到大,从小到大,任然,大陆歌手,2016/1/15,8.0,8.0,4,6266,64204.0,https://p2.music.126.net/L8SZ53Nf5le4JDvG6qVB6g==/1424967072083597.jpg?param=140y140,,,,,,,,https://p1.music.126.net/MetP2jvd6gjbUGG6NIp5_A==/109951167124899789.jpg
353,A,A,上官喜爱,大陆歌手,2020/7/22,5.0,5.0,3,15648,78240.0,https://p2.music.126.net/v9fP5Y8hpEhSuNf1FB8IfQ==/109951165153367509.jpg?param=140y140,,,,,,,,https://p2.music.126.net/VnI3jKMkQ0dI2zOmhuU7ow==/109951165498324147.jpg
354,落霞集,落霞集,上海彩虹室内合唱团,组合,2019/6/30,18.0,18.0,7,9993,180489.0,https://y.qq.com/music/photo_new/T002R300x300M000000xwJvL0BMY3W_1.jpg?max_age=2592000,2019/6/30,0.0,有赞,180.0,CD,https://y.qq.com/music/photo_new/T002R300x300M000000xwJvL0BMY3W_1.jpg?max_age=2592000,歌词,https://y.qq.com/music/photo_new/T001R300x300M000001Adim81gp2Kf_2.jpg?max_age=2592000
355,上岸,上岸,爽子,rapper,2021/12/28,29.0,29.0,15,16119,467451.0,https://p2.music.126.net/RsHPZjv7o3BCkIVA5Wif1g==/109951166811138935.jpg?param=140y140,2022/1/23,26.0,秀动网,399.0,CD,https://mmbiz.qpic.cn/mmbiz_png/D52zSWE2BXEKGoNDUvOOLpiajDgvK7hXgeFahYWTB6aAicicdZUh8uKw1G4oEvsNcqXvCicLBjVOA1svTfTV9fcNqA/640?wx_fmt=png&wxfrom=5&wx_lazy=1&wx_co=1,汽车唱片盒/歌词/海报,https://p1.music.126.net/5Ikvy-U0FCZCmUUzVjnWTA==/109951168709071559.jpg
356,From Earth to Space 太空放风,From Earth to Space 太空放风,水果星球,乐队,2021/8/10,10.0,10.0,6,27221,272210.0,https://p1.music.126.net/tU9avpOuWUpx-295E9wzhA==/109951166316195997.jpg?param=140y140,2021/10/17,68.0,微店,189.0,CD,https://si.geilicdn.com/pcitem1354708611-49ea0000017c84cfcbed0a20e284-unadjust_1000_1000.png.webp,歌词/文件夹/写真集,https://p1.music.126.net/-28tPKTasmBjVLOulVnoCQ==/109951167696211242.jpg
357,斯外戈,斯外戈,斯外戈,大陆歌手,2018/8/3,5.0,5.0,2,46546,232730.0,https://y.qq.com/music/photo_new/T002R300x300M000002pGShp2j4nt0_1.jpg,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003lvIzF3Zl8pH_2.jpg
358,西楼,西楼,宋继扬,其他,2020/12/2,3.0,3.0,1,47213,141639.0,https://p1.music.126.net/PxbxFXt6U9vvPDTumzpaBg==/109951165497869153.jpg?param=140y140,,,,,,,,https://p1.music.126.net/qXanTyIKq_BzEF1shRiNug==/109951165510882850.jpg
359,VICTORIA,VICTORIA,宋茜,大陆歌手,2020/5/19,20.0,20.0,10,513691,10273820.0,https://y.qq.com/music/photo_new/T002R300x300M0000040Wckk2Kle82_3.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000004LCG2p1Lf2o0_3.jpg?max_age=2592000
360,冬 未了 Mini特别版,冬 未了,苏打绿,乐队,2015/11/9,6.0,6.0,3,373937,2243622.0,https://y.qq.com/music/photo_new/T002R300x300M000003WCb1X29nvoA_1.jpg?max_age=2592000,2015/11/13,4.0,五大唱片/博客来/佳佳,288.36,CD,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/018/93/0020189376.jpg&v=5637574ak&w=348&h=348,歌词,https://y.qq.com/music/photo_new/T001R300x300M000000Q4W691sMvLG_2.jpg?max_age=2592000
361,空气中的视听与幻觉 AIR World Tour Live,空气中的视听与幻觉,苏打绿,乐队,2015/3/17,20.0,20.0,10,7817,156340.0,https://y.qq.com/music/photo_new/T002R300x300M000001vER1D2MQfDd_1.jpg?max_age=2592000,2015/3/20,3.0,五大唱片,168.0,CD,https://www.5music.com.tw/cdpic/zn2/320161277516.jpg,歌词,https://y.qq.com/music/photo_new/T001R300x300M000000Q4W691sMvLG_2.jpg?max_age=2592000
362,Sugar Free,Sugar Free,孙芮,大陆歌手,2021/1/11,3.0,3.0,3,383837,1151511.0,https://p2.music.126.net/PUDdZgY6fmuxjTSytT2FwA==/109951165613558546.jpg?param=140y140,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000038jteD1qyF7k_8.jpg?max_age=2592000
363,等等 (One Of Them),等等 (One Of Them),孙芮,大陆歌手,2021/12/5,3.0,3.0,1,8473,25419.0,https://p2.music.126.net/Y6jHvT8RJ5F8r4ZkTSiwGQ==/109951166685503546.jpg?param=140y140,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000038jteD1qyF7k_8.jpg?max_age=2592000
364,孙燕姿 No.13 作品：跳舞的梵谷,No.13 作品：跳舞的梵谷,孙燕姿,台湾歌手,2017/11/9,15.0,15.0,10,535268,8157018.0,https://y.qq.com/music/photo_new/T002R300x300M000001In1pS04rvY5_1.jpg?max_age=2592000,2017/11/23,14.0,五大唱片/博客来/佳佳,124.44,CD,https://y.qq.com/music/photo_new/T002R300x300M000001In1pS04rvY5_1.jpg?max_age=2592000,歌词,https://y.qq.com/music/photo_new/T001R300x300M000001pWERg3vFgg8_5.jpg?max_age=2592000
365,源,源,孙泽源,大陆歌手,2018/8/3,5.0,5.0,2,12414,62070.0,https://y.qq.com/music/photo_new/T002R300x300M000000iM4vS3RvsdP_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000049QjTk1qiCCx_3.jpg?max_age=2592000
366,涵在纠结什么,涵在纠结什么,孙子涵,大陆歌手,2016/8/10,5.0,5.0,3,13738,68690.0,https://y.qq.com/music/photo_new/T002R300x300M000002hpGIK1tmIMz_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001oXbjs29oPul_4.jpg?max_age=2592000
367,What If,What If,谭晶,大陆歌手,2020/1/6,3.0,3.0,1,16557,49671.0,https://y.qq.com/music/photo_new/T002R300x300M000004fGBhL2Jr0qt_3.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000QG95i2rHlOf_2.jpg?max_age=2592000
368,IMMA GET IT,IMMA GET IT,檀健次,大陆歌手,2022/12/31,4.0,4.0,1,356322,1425288.0,https://y.qq.com/music/photo_new/T002R300x300M000004WH2JT3T6BNQ_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002NDCAj4d5ahV_6.jpg?max_age=2592000
369,路过，人间烟火,路过，人间烟火,檀健次,大陆歌手,2023/2/1,4.0,4.0,1,207904,831616.0,https://y.qq.com/music/photo_new/T002R300x300M000000bKYcd11lPco_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002NDCAj4d5ahV_6.jpg?max_age=2592000
370,DREAMS,DREAMS,檀健次,大陆歌手,2023/4/20,25.0,25.0,9,109657,2741425.0,https://y.qq.com/music/photo_new/T002R300x300M000003BduXD0HczlK_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002NDCAj4d5ahV_6.jpg?max_age=2592000
371,她是女人,她是女人,汤笛,大陆歌手,2020/7/22,5.0,5.0,1,503,2515.0,https://p2.music.126.net/SvQRYW_6bNJaJVR_6nKpWA==/109951165156873761.jpg?param=140y140,,,,,,,,https://p2.music.126.net/GpNkjtsplmixVXL6xQWJbQ==/109951165184754617.jpg
372,末日飞船,末日飞船,唐汉霄 / 周深,合作歌手,2019/7/18,6.0,6.0,2,126367,758202.0,https://y.qq.com/music/photo_new/T002R300x300M0000017vRU30mWaHK_1.jpg?max_age=2592000,,,,,,,,https://p2.music.126.net/7zOYoRP1t7ovvZGwcikqIg==/109951165561519256.jpg
373,青梅屿,青梅屿,糖醋排骨,其他,2021/1/14,2.0,2.0,1,8976,17952.0,https://p1.music.126.net/tz2-dVNHItjUZdMU_tIrlg==/109951165626322276.jpg?param=140y140,,,,,,,,https://p2.music.126.net/NjLDyo3U0IatgPezy-RQlw==/109951165905124919.jpg
374,Like A Bird,Like A Bird,逃跑计划,乐队,2016/5/23,2.0,2.0,1,25122,51648.0,https://y.qq.com/music/photo_new/T002R300x300M000000Xcltj0TJEnS_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001Yxpxc0OaUUX_3.jpg?max_age=2592000
375,重来,重来,逃跑计划,乐队,2016/5/25,2.0,2.0,1,15456,31944.0,https://y.qq.com/music/photo_new/T002R300x300M000002tusQo0OEBKz_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001Yxpxc0OaUUX_3.jpg?max_age=2592000
376,时代之梦,时代之梦,逃跑计划,乐队,2016/5/25,2.0,2.0,1,11983,23966.0,https://y.qq.com/music/photo_new/T002R300x300M000002sOvwK2b1lAb_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001Yxpxc0OaUUX_3.jpg?max_age=2592000
377,自己的房间,自己的房间,田馥甄,台湾歌手,2018/8/20,2.0,2.0,1,248945,497890.0,https://p1.music.126.net/Nkc-ugjILPUsPopQnKG4Yw==/95657511632299.jpg?param=140y140,,,,,,,,https://p2.music.126.net/QY_pUbVroy4wW60HMqyS8w==/109951165187976643.jpg
378,四火,四火,田燚,大陆歌手,2018/8/3,5.0,5.0,2,43029,215145.0,https://y.qq.com/music/photo_new/T002R300x300M000001wuKv02OLIJV_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000fpfkg3JDop0_5.jpg?max_age=2592000
379,深海阳光,深海阳光,田燚,大陆歌手,2019/2/18,3.0,3.0,1,23710,71130.0,https://y.qq.com/music/photo_new/T002R300x300M000003Xk0Cd2MUU9f_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000fpfkg3JDop0_5.jpg?max_age=2592000
380,在童话里长大,在童话里长大,瞳荧,虚拟歌手,2022/4/5,30.0,30.0,12,845,25350.0,https://y.qq.com/music/photo_new/T002R300x300M000004YRdL61v6NUW_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001gIlyT4GfXAa_5.jpg?max_age=2592000
381,过海,过海,痛仰乐队,乐队,2019/12/16,10.0,10.0,10,24727,247270.0,https://p1.music.126.net/EVUKX3NnFA0YAY0r4IydwQ==/109951164550897593.jpg?param=140y140,,,,,,,,https://p1.music.126.net/THxli-IxsgotZqkn7gO3mQ==/109951168649395712.jpg
382,冀西南林路行,冀西南林路行,万能青年旅店,乐队,2020/12/22,22.0,22.0,9,815614,17943508.0,https://p1.music.126.net/aEehIWg8Qk5DXLGf0XZHqw==/109951166554891221.jpg?param=140y140,2022/3/10,443.0,微店,150.0,CD,https://i1.sndcdn.com/artworks-qHduwCIycJAzw23U-O5qTwg-t500x500.png,歌词,https://p2.music.126.net/3SkhcDCJgBoZlvnZiK3p9A==/109951166254240316.jpg
